genre,gross,rate,runtime,title,vote,yr
"Comedy, Drama, Romance",$12.01M,7.3,113 min,Chasing Amy,122955,1997
"Crime, Drama",$2.08M,7.9,155 min,A Prophet,86246,2009
"Comedy, Crime, Drama",$10.60M,7.7,97 min,After Hours,47392,1985
"Adventure, Drama, Sport",$3.50M,7.6,168 min,The Big Blue,43176,1988
"Adventure, Comedy, Fantasy",$8.08M,7.2,126 min,The Adventures of Baron Munchausen,45923,1988
"Comedy, Crime, Drama",$2.38M,7.5,110 min,Buffalo '66,41384,1998
"Action, Adventure, Drama",$11.26M,7.1,142 min,Brotherhood of the Wolf,57203,2001
"Drama, Romance",$5.10M,7.5,148 min,Biutiful,78148,2010
"Crime, Drama, Mystery",$49.03M,7.3,119 min,Michael Clayton,145966,2007
"Drama, Horror, Sci-Fi",None,7.9,75 min,Bride of Frankenstein,37521,1935
"Comedy, Drama, Music",$11.74M,7.2,94 min,Strictly Ballroom,22691,1992
"Comedy, Crime, Drama",$51.43M,7.1,126 min,Sneakers,47986,1992
"Animation, Adventure, Family",$73.28M,7.1,83 min,Spirit: Stallion of the Cimarron,54529,2002
Drama,$4.04M,7.9,159 min,Breaking the Waves,55061,1996
"Action, Drama, Romance",None,7.0,118 min,Three Steps Above Heaven,20013,2010
"Adventure, Comedy, Drama",$17.65M,7.7,115 min,Nebraska,102675,2013
"Drama, Mystery, Romance",$0.37M,7.8,117 min,Open Your Eyes,58288,1997
"Biography, Drama, Romance",None,7.0,118 min,Behind the Candelabra,36686,2013
"Horror, Sci-Fi",None,7.2,87 min,The Thing from Another World,21910,1951
"Action, Adventure, Drama",$92.00M,7.6,111 min,Star Trek: First Contact,107384,1996
"Action, Adventure, Drama",$84.56M,7.1,117 min,The Poseidon Adventure,36562,1972
"Comedy, Drama, Thriller",$6.15M,7.7,116 min,Barton Fink,100785,1991
"Animation, Drama, Fantasy",$2.89M,7.8,99 min,Waking Life,55568,2001
"Crime, Drama",$4.73M,7.4,101 min,Drugstore Cowboy,28582,1989
"Drama, Music, Romance",$9.44M,7.9,86 min,Once,102782,2007
"Action, Adventure, Sci-Fi",$74.89M,7.2,110 min,Star Trek VI: The Undiscovered Country,62677,1991
"Comedy, Crime, Drama",$30.93M,8.1,102 min,Paper Moon,35426,1973
"Action, Adventure, Crime",None,7.3,90 min,The Way of the Dragon,27217,1972
"Comedy, Drama, Romance",$0.47M,7.3,97 min,Submarine,77578,2010
"Drama, Romance",$25.97M,7.5,142 min,Howards End,24775,1992
"Action, Drama, History",$39.10M,7.8,178 min,The Longest Day,47661,1962
"Biography, Crime, Drama",$1.19M,7.1,106 min,Kill the Irishman,40175,2011
"Crime, Drama",$7.49M,7.6,116 min,The Man Who Wasn't There,94792,2001
"Action, Crime, Drama",$102.31M,7.2,128 min,In the Line of Fire,82150,1993
"Drama, Thriller",None,7.6,107 min,The Wave,92251,2008
"Adventure, Comedy, War",None,7.7,144 min,Kelly's Heroes,39950,1970
"Drama, Music, Romance",$0.18M,7.8,111 min,The Broken Circle Breakdown,35056,2012
"Crime, Film-Noir, Mystery",None,8.0,114 min,The Big Sleep,71637,1946
Drama,$33.52M,7.2,123 min,Pay It Forward,104980,2000
"Drama, Thriller",$7.44M,7.5,115 min,Disconnect,68618,2012
Drama,$4.97M,8.1,188 min,Fanny and Alexander,50135,1982
"Comedy, Drama, Romance",None,7.7,113 min,Sabrina,51209,1954
"Biography, Crime, Drama",$2.45M,7.0,112 min,Kill the Messenger,39358,2014
"Horror, Mystery, Thriller",$4.05M,7.2,98 min,Black Christmas,25805,1974
"Drama, Family, Musical",$16.80M,7.5,153 min,Oliver!,30060,1968
"Drama, Thriller",$3.40M,7.8,124 min,Forushande,36958,2016
Drama,$18.32M,7.3,126 min,North Country,36165,2005
Drama,$0.04M,7.7,102 min,Contempt,23721,1963
"Drama, Horror",$0.75M,7.5,106 min,The Devil's Backbone,55302,2001
"Action, Crime, Thriller",$0.01M,7.8,119 min,The Man from Nowhere,52646,2010
"Biography, Crime, Drama",$0.61M,7.0,83 min,Henry: Portrait of a Serial Killer,27041,1986
"Crime, Drama, Film-Noir",None,8.0,92 min,The Night of the Hunter,72895,1955
"Biography, Crime, Drama",None,7.4,98 min,An American Crime,28534,2007
Drama,None,8.0,118 min,East of Eden,35119,1955
"Biography, Drama, Romance",$10.73M,7.4,100 min,Belle,24715,2013
"Adventure, Comedy, Drama",$4.43M,7.4,123 min,The Way,26699,2010
"Action, Crime, Thriller",None,7.4,91 min,Assault on Precinct 13,37341,1976
"Comedy, Crime, Drama",$0.56M,7.1,91 min,Bottle Rocket,62173,1996
"Biography, Drama, Thriller",$1.36M,7.1,109 min,The Devil's Double,57472,2011
"Comedy, Crime, Drama",$36.91M,7.3,116 min,Matchstick Men,115661,2003
"Animation, Adventure, Drama",$0.86M,8.1,93 min,Song of the Sea,40669,2014
"Action, Crime, Drama",None,7.9,100 min,Key Largo,32803,1948
"Drama, Romance",$1.49M,7.2,128 min,Sex and Lucía,32325,2001
Comedy,$30.03M,7.3,109 min,The Gods Must Be Crazy,47897,1980
"Crime, Drama, Mystery",$0.17M,8.1,101 min,Infernal Affairs,109013,2002
"Mystery, Sci-Fi, Thriller",$15.50M,7.0,100 min,The Thirteenth Floor,59454,1999
"Biography, Drama",$14.74M,7.9,103 min,My Left Foot,58785,1989
"Biography, Drama, Music",$10.30M,7.6,140 min,La Vie en Rose,75146,2007
"Biography, Drama",$4.10M,7.3,115 min,This Boy's Life,41025,1993
"Comedy, Romance",None,8.1,105 min,It Happened One Night,81254,1934
Comedy,$73.69M,7.2,94 min,The Jerk,47613,1979
"Drama, Fantasy, Romance",$9.71M,7.3,103 min,Somewhere in Time,23647,1980
"Crime, Drama, Thriller",$16.94M,7.0,120 min,Boiler Room,45408,2000
"Comedy, Drama",$1.48M,7.4,162 min,Toni Erdmann,35596,2016
"Comedy, Crime, Romance",$10.88M,7.2,115 min,The Pink Panther,43135,1963
"Biography, Drama",None,8.1,107 min,The Mirror,29820,1974
"Crime, Drama, Thriller",$0.74M,8.3,163 min,Drishyam,49546,2015
"Animation, Adventure, Crime",$0.88M,7.7,90 min,Paprika,57420,2006
"Adventure, Drama, Western",$47.74M,7.6,108 min,Jeremiah Johnson,24607,1972
"Comedy, Drama, Music",$0.64M,7.0,95 min,Frank,67775,2014
"Comedy, Drama, Romance",$4.06M,7.7,121 min,Good Bye Lenin!,126234,2003
"Drama, War",$1.78M,7.5,107 min,Saul fia,36598,2015
"Comedy, Crime",$16.84M,7.3,102 min,Go,62978,1999
"Comedy, Drama",$4.77M,7.4,88 min,Welcome to the Dollhouse,29251,1995
"Action, Adventure, Drama",$7.94M,7.3,111 min,Runaway Train,23465,1985
"Comedy, Drama, Romance",None,8.0,91 min,Harold and Maude,63417,1971
Drama,$3.59M,7.4,102 min,Calvary,50567,2014
"Comedy, Crime, Drama",$12.90M,7.6,121 min,Volver,85544,2006
Thriller,$5.84M,7.3,97 min,The Hitcher,37975,1986
"Action, Drama, Thriller",$1.27M,7.2,99 min,'71,44328,2014
"Comedy, Drama",$44.13M,7.3,102 min,St. Vincent,87179,2014
"Crime, Thriller",$21.71M,7.5,125 min,Marathon Man,50694,1976
"Biography, Drama, History",$1.55M,7.6,137 min,A Royal Affair,39685,2012
"Crime, Drama, Thriller",$5.19M,7.3,147 min,The Girl Who Kicked the Hornet's Nest,60216,2009
"Comedy, Drama, Romance",$10.55M,7.8,129 min,The Quiet Man,30550,1952
"Drama, Mystery, Romance",$12.83M,7.0,114 min,Wicker Park,49095,2004
"Biography, Drama",$48.82M,7.2,129 min,Men of Honor,98481,2000
"Biography, Drama, History",$24.82M,7.5,133 min,Quiz Show,59242,1994
"Comedy, Drama, Romance",$4.01M,7.0,86 min,Safety Not Guaranteed,109868,2012
Drama,$0.06M,8.3,143 min,Ikiru,55387,1952
"Comedy, Drama, Romance",$5.79M,7.2,105 min,Beginners,82125,2010
Comedy,$24.14M,7.4,97 min,Clerks II,122417,2006
"Crime, Drama, Thriller",$2.00M,7.1,96 min,Bad Lieutenant,33394,1992
Drama,$106.59M,7.4,99 min,Driving Miss Daisy,85322,1989
"Drama, Fantasy, Horror",$0.25M,7.0,103 min,Trollhunter,61692,2010
"Comedy, Crime, Drama",$60.06M,7.1,91 min,Bad Santa,123381,2003
"Horror, Sci-Fi, Thriller",$20.77M,7.2,103 min,The Dead Zone,52209,1983
Drama,$2.49M,7.2,94 min,Rumble Fish,27887,1983
"Drama, Mystery, Romance",$11.49M,7.1,102 min,The Words,68199,2012
"Comedy, Fantasy, Romance",$6.70M,7.1,95 min,Mighty Aphrodite,34987,1995
"Biography, Drama, Sport",$2.44M,7.0,115 min,Pawn Sacrifice,32906,2014
"Horror, Thriller",$5.80M,7.2,96 min,Day of the Dead,55959,1985
"Action, Crime, Drama",$11.49M,7.4,122 min,Thief,20375,1981
"Drama, Musical",$42.77M,7.8,124 min,Cabaret,41820,1972
"Biography, Comedy, Drama",$123.92M,7.3,121 min,"Good Morning, Vietnam",112688,1987
"Comedy, Crime, Drama",$21.71M,7.6,124 min,The Player,47770,1992
"Drama, Fantasy, Mystery",$6.30M,7.1,103 min,The Jacket,101490,2005
"Drama, Thriller",$10.25M,7.5,120 min,The Man Who Knew Too Much,49650,1956
"Drama, Romance, Sci-Fi",$1.32M,7.0,92 min,Another Earth,83308,2011
"Comedy, Fantasy, Horror",$2.00M,7.1,92 min,Bubba Ho-Tep,42081,2002
"Comedy, Crime, Drama",$0.30M,7.0,101 min,The Angels' Share,20947,2012
"Crime, Drama, Thriller",$7.08M,7.3,117 min,Before the Devil Knows You're Dead,88502,2007
"Crime, Drama, Thriller",$31.16M,7.5,138 min,A Perfect World,65190,1993
"Animation, Family, Fantasy",$76.41M,7.8,125 min,Fantasia,79622,1940
"Biography, Drama, History",$15.33M,7.5,120 min,The Greatest Game Ever Played,25035,2005
"Adventure, Comedy, Sci-Fi",$109.71M,7.3,119 min,Star Trek IV: The Voyage Home,70014,1986
"Crime, Drama, Mystery",$6.78M,7.2,121 min,In the Valley of Elah,64688,2007
Thriller,$10.60M,7.0,102 min,Play Misty for Me,22185,1971
Drama,$16.35M,7.2,109 min,White Oleander,27631,2002
"Biography, Drama, Sport",$58.97M,7.2,125 min,Chariots of Fire,47399,1981
"Comedy, Drama, Romance",$45.70M,8.0,96 min,Manhattan,118426,1979
"Drama, History",$0.06M,8.1,129 min,The Grapes of Wrath,78045,1940
"Animation, Adventure, Family",$19.20M,7.6,94 min,The Secret World of Arrietty,64998,2010
"Comedy, Drama, Romance",$0.02M,7.1,96 min,The Little Death,22854,2014
"Drama, Romance",$0.46M,7.6,97 min,Weekend,24404,2011
"Drama, Mystery, Romance",$1.49M,7.1,99 min,Julieta,22599,2016
"Drama, War",$3.27M,8.1,136 min,All Quiet on the Western Front,52041,1930
"Adventure, Drama, History",None,7.2,150 min,The Physician,31304,2013
"Crime, Drama, Mystery",$6.18M,7.5,131 min,Tell No One,44846,2006
"Crime, Drama, Mystery",None,8.2,104 min,A Wednesday,65128,2008
"Drama, Family, Fantasy",$31.18M,7.3,101 min,The Secret Garden,32328,1993
"Action, Crime, Thriller",None,7.3,99 min,Vanishing Point,24058,1971
"Comedy, Drama",$5.74M,7.7,89 min,The Station Agent,62774,2003
"Biography, Drama, Musical",$21.30M,7.5,133 min,The King and I,21421,1956
"Action, Biography, Crime",$1.12M,7.2,112 min,The Whistleblower,28827,2010
"Drama, Romance",None,8.2,91 min,Wild Strawberries,79617,1957
"Drama, Mystery",$0.23M,7.6,115 min,Picnic at Hanging Rock,29169,1975
"Action, Crime, Drama",$6.86M,7.4,122 min,Running Scared,92773,2006
"Drama, Music",$1.05M,7.0,118 min,Velvet Goldmine,30614,1998
Thriller,None,7.5,116 min,Frenzy,35748,1972
"Comedy, Drama",$65.02M,7.2,125 min,About Schmidt,115272,2002
"Drama, War",None,9.4,135 min,Dag II,98119,2016
"Comedy, Drama",$6.11M,7.7,188 min,Short Cuts,38614,1993
"Comedy, Drama, Fantasy",$2.54M,7.2,104 min,Ruby Sparks,88985,2012
"Crime, Drama, Thriller",$0.21M,7.6,115 min,Lady Vengeance,62188,2005
"Action, Crime, Drama",$20.15M,7.1,95 min,Juice,20139,1992
"Comedy, Drama",$2.20M,8.2,157 min,Rang De Basanti,95788,2006
"Drama, Sport",$43.55M,7.1,131 min,We Are Marshall,52170,2006
Comedy,$18.62M,7.5,90 min,Best in Show,50180,2000
"Biography, Drama",$2.99M,7.3,106 min,The End of the Tour,24585,2015
"Crime, Drama, Film-Noir",None,8.1,97 min,Out of the Past,27740,1947
"Drama, Horror",None,7.0,101 min,A Girl Walks Home Alone at Night,25082,2014
"Comedy, Romance",$5.31M,7.2,93 min,Whatever Works,65613,2009
"Comedy, Drama, Music",$37.82M,7.8,123 min,All That Jazz,22917,1979
Drama,None,7.4,102 min,You're Not You,21105,2014
"Crime, Drama, Thriller",$16.06M,7.8,143 min,The Day of the Jackal,33427,1973
"Drama, Mystery, Romance",$9.28M,8.0,112 min,Talk to Her,94867,2002
"Drama, Romance, Thriller",$1.86M,7.2,139 min,Bitter Moon,29985,1992
"Animation, Drama, Romance",None,7.6,46 min,Koto no ha no niwa,22095,2013
"Adventure, Drama, Fantasy",$12.80M,7.3,93 min,Beasts of the Southern Wild,76086,2012
"Drama, Romance, War",$30.50M,7.7,118 min,From Here to Eternity,38232,1953
"Comedy, Crime, Drama",$0.70M,7.1,88 min,Tangerine,21275,2015
"Animation, Adventure, Drama",$63.46M,7.3,83 min,The Fox and the Hound,73410,1981
"Drama, Horror, Thriller",None,7.2,102 min,Mientras duermes,31720,2011
"Comedy, Romance",None,8.0,112 min,The Philadelphia Story,56548,1940
"Crime, Drama, Thriller",$16.31M,7.5,121 min,A Simple Plan,56402,1998
"Biography, Comedy, Drama",$5.35M,7.0,106 min,Danny Collins,26415,2015
"Romance, Sci-Fi",$28.70M,7.0,115 min,Starman,37657,1984
"Drama, History, War",$33.60M,7.1,135 min,Flags of our Fathers,109482,2006
"Drama, Fantasy, Romance",$0.51M,7.1,91 min,The One I Love,29802,2014
"Drama, Film-Noir, Romance",$10.46M,8.0,101 min,Notorious,82556,1946
"Drama, Sport",$28.61M,7.6,114 min,Hoosiers,38415,1986
"Crime, Drama",$35.93M,7.4,130 min,In the Bedroom,34804,2001
"Biography, Drama, Sport",$42.64M,7.2,118 min,Glory Road,38908,2006
"Crime, Drama, Thriller",$4.60M,7.0,99 min,The Lookout,54077,2007
"Animation, Comedy, Fantasy",$52.01M,7.8,81 min,"South Park: Bigger, Longer &amp; Uncut",177691,1999
"Animation, Adventure, Comedy",$130.18M,7.1,88 min,The Peanuts Movie,37741,2015
"Biography, Drama",$37.71M,7.6,98 min,Philomena,86395,2013
"Action, Drama, Romance",$6.57M,7.0,114 min,Man cheng jin dai huang jin jia,39377,2006
"Crime, Film-Noir, Thriller",$7.63M,8.0,101 min,Strangers on a Train,110624,1951
"Biography, Drama",$5.99M,8.0,112 min,The Diving Bell and the Butterfly,96766,2007
"Action, Comedy",$0.23M,7.4,84 min,Black Dynamite,41113,2009
Drama,$51.80M,7.3,136 min,Finding Forrester,77700,2000
"Biography, Drama",$21.08M,7.3,120 min,Antwone Fisher,29640,2002
Drama,$3.29M,7.2,118 min,Things We Lost in the Fire,26187,2007
"Drama, History, Thriller",$34.59M,7.3,145 min,Thirteen Days,49494,2000
"Biography, Drama, Romance",$30.23M,7.6,126 min,The Great Debaters,52246,2007
"Drama, History, Mystery",$2.22M,7.8,144 min,The White Ribbon,60879,2009
"Animation, Biography, Drama",$5.21M,7.8,126 min,Kaze tachinu,57578,2013
"Crime, Drama, War",$18.67M,7.1,113 min,Casualties of War,37072,1989
"Drama, Mystery, Romance",$6.17M,7.7,133 min,A Very Long Engagement,67133,2004
"Biography, Drama, History",$34.70M,7.9,141 min,The Killing Fields,46361,1984
"Comedy, Drama, Fantasy",$2.87M,7.3,111 min,The Hudsucker Proxy,70859,1994
"Adventure, Western",None,7.9,96 min,Stagecoach,36314,1939
Drama,$0.37M,7.3,123 min,Fish Tank,53515,2009
"Action, Crime, Drama",$0.01M,8.1,115 min,Elite Squad,90189,2007
"Adventure, Drama, Family",$81.61M,7.3,120 min,Eight Below,54730,2006
"Horror, Mystery, Sci-Fi",$0.04M,7.2,92 min,Los cronocrímenes,50279,2007
"Drama, History",$2.22M,7.2,94 min,Shattered Glass,31107,2003
"Adventure, Drama, Romance",$0.54M,7.9,105 min,The African Queen,64694,1951
"Drama, History, War",None,7.8,138 min,Zulu,32334,1964
"Action, Adventure, Drama",$11.05M,7.6,119 min,House of Flying Daggers,100076,2004
"Animation, Adventure, Comedy",$22.18M,7.2,79 min,The Sword in the Stone,76252,1963
"Comedy, Drama",$29.71M,7.2,136 min,The World According to Garp,22806,1982
"Crime, Drama",$0.22M,7.3,101 min,Hard Eight,33997,1996
Drama,$8.26M,7.9,101 min,All About My Mother,78367,1999
Drama,$15.80M,7.6,128 min,The Kite Runner,73248,2007
"Animation, Adventure, Comedy",$56.11M,7.5,85 min,The Curse of the Were-Rabbit,111382,2005
"Crime, Drama",$1.58M,7.0,137 min,Gomorrah,42377,2008
"Action, Drama, Sport",$0.21M,7.6,108 min,Ip Man 2,83411,2010
"Animation, Action, Adventure",$55.68M,7.0,97 min,Legend of the Guardians: The Owls of Ga'Hoole,72112,2010
"Comedy, Drama, Romance",$4.86M,7.3,120 min,"Paris, je t'aime",66866,2006
"Adventure, Drama, Family",$28.20M,7.2,127 min,"20,000 Leagues Under the Sea",25163,1954
"Action, Comedy, Fantasy",$0.49M,7.3,87 min,Shaolin Soccer,65966,2001
"Crime, Drama, Thriller",$1.20M,7.6,96 min,Hodejegerne,89074,2011
"Comedy, Drama, Mystery",$13.74M,7.2,106 min,Broken Flowers,89867,2005
"Biography, Drama, Romance",$10.21M,7.1,118 min,Kinsey,45226,2004
"Crime, Drama, Fantasy",None,7.8,126 min,Death Note,26159,2006
"Action, Crime, Drama",None,7.0,96 min,Get the Gringo,95970,2012
Drama,$19.66M,7.5,124 min,Reign Over Me,88837,2007
"Adventure, Drama, Western",$5.01M,8.3,126 min,The Treasure of the Sierra Madre,97307,1948
"Biography, Drama, Music",$12.55M,7.4,121 min,Love &amp; Mercy,30899,2014
"Drama, History, Romance",$0.01M,7.6,146 min,Jin ling shi san chai,44236,2011
"Animation, Drama, Romance",None,7.7,63 min,5 Centimeters Per Second,40518,2007
"Comedy, Music",$44.36M,7.0,86 min,Up in Smoke,32427,1978
Drama,$15.65M,7.5,125 min,Life as a House,41226,2001
"Biography, Drama, Romance",$2.09M,8.0,125 min,The Sea Inside,71173,2004
Drama,None,8.8,122 min,Anand,20917,1971
"Comedy, Crime, Thriller",None,8.0,118 min,Arsenic and Old Lace,59966,1944
"Biography, Drama, Music",$35.81M,7.7,105 min,Shine,47357,1996
"Drama, Romance",None,7.6,115 min,An Affair to Remember,24831,1957
"Drama, Romance",$8.06M,7.5,125 min,The Painted Veil,84094,2006
"Drama, Horror, Romance",$0.30M,7.2,135 min,Thirst,36175,2009
Horror,None,7.6,107 min,Nosferatu the Vampyre,27437,1979
"Animation, Adventure, Family",$38.60M,7.2,74 min,The Great Mouse Detective,38708,1986
"Crime, Drama, Western",$1.90M,7.4,104 min,The Proposition,46303,2005
"Drama, Sci-Fi",$50.34M,7.4,120 min,K-PAX,163983,2001
"Adventure, Biography, Drama",$0.51M,7.2,112 min,Tracks,24405,2013
"Drama, Family",$20.78M,7.6,101 min,Whale Rider,36917,2002
"Comedy, Crime, Thriller",$5.36M,7.3,96 min,The Guard,73085,2011
"Drama, Thriller",$1.92M,7.7,126 min,The Tenant,32659,1976
"Crime, Drama",$0.18M,7.9,109 min,Lilya 4-Ever,38920,2002
"Action, Crime, Thriller",$4.56M,7.2,105 min,Ong-Bak: The Thai Warrior,66010,2003
"Crime, Drama",$1.09M,7.6,140 min,Leviathan,41024,2014
"Comedy, Crime, Drama",$4.09M,7.0,101 min,Tie Me Up! Tie Me Down!,20816,1989
"Horror, Thriller",$17.55M,7.8,108 min,Wait Until Dark,23939,1967
"Drama, Mystery, Thriller",$0.50M,8.0,110 min,The Return,36889,2003
"Adventure, Biography, Drama",None,8.0,95 min,"Aguirre, the Wrath of God",44728,1972
"Biography, Drama, Sport",$19.10M,7.1,134 min,Race,29131,2016
"Action, Crime, Thriller",$36.73M,7.5,123 min,The Getaway,24326,1972
"Crime, Drama",None,8.1,99 min,The 400 Blows,88081,1959
"Comedy, Drama",$19.39M,7.4,107 min,Wonder Boys,57794,2000
"Action, Adventure, Drama",$0.63M,7.4,148 min,Red Cliff,40519,2008
"Biography, Drama, Music",$1.45M,7.1,98 min,Nowhere Boy,32049,2009
"Action, Crime, Sci-Fi",$1.20M,7.2,84 min,District B13,61269,2004
Drama,$0.85M,7.6,97 min,Mustang,28882,2015
Comedy,$2.38M,7.5,106 min,In the Loop,49619,2009
"Crime, Drama, Mystery",$0.04M,8.1,101 min,Le Samouraï,37468,1967
"Biography, Drama, Music",$2.83M,7.1,112 min,Sid and Nancy,26389,1986
"Mystery, Thriller",None,8.0,138 min,Sleuth,40849,1972
"Adventure, Biography, Drama",$16.76M,7.8,126 min,The Motorcycle Diaries,89944,2004
"Crime, Thriller",$0.00M,7.4,110 min,Pusher,30264,1996
"Action, Adventure, Drama",$28.90M,7.6,158 min,The Guns of Navarone,40650,1961
"Comedy, Drama",$43.02M,7.1,97 min,Wag the Dog,73033,1997
Thriller,None,7.9,108 min,Shadow of a Doubt,52104,1943
"Comedy, Drama",$1.36M,7.3,120 min,Turist,39533,2014
"Comedy, Drama, Fantasy",$60.33M,7.0,101 min,Scrooged,73067,1988
"Biography, Drama, History",$1.73M,7.2,134 min,Che: Part One,41399,2008
"Action, Crime, Drama",None,7.8,93 min,Scarface,22183,1932
"Comedy, Drama",$9.60M,8.2,129 min,Mr. Smith Goes to Washington,94198,1939
"Drama, Mystery",$13.27M,7.5,135 min,Lone Star,25468,1996
"Comedy, Drama, Music",$11.54M,7.2,102 min,Pump Up the Volume,23661,1990
"Drama, War",$1.83M,7.5,127 min,The Wind that Shakes the Barley,41311,2006
"Adventure, History",$1.52M,7.2,118 min,Kon-Tiki,40276,2012
"Comedy, Drama, Romance",$0.17M,7.6,89 min,Show Me Love,46118,1998
"Biography, Drama, Romance",$18.67M,7.1,120 min,Becoming Jane,52704,2007
Drama,$37.77M,7.3,114 min,The Secret Life of Bees,22041,2008
"Horror, Sci-Fi",None,7.7,71 min,The Invisible Man,24799,1933
Drama,None,8.4,108 min,Babam ve Oglum,60985,2005
"Drama, Fantasy",None,7.1,115 min,Holy Motors,35411,2012
"Action, Sci-Fi, Thriller",$4.36M,7.2,85 min,The War of the Worlds,28575,1953
"Comedy, Drama",$1.54M,7.8,107 min,Withnail &amp; I,35118,1987
"Drama, Mystery, Sci-Fi",$83.90M,7.0,121 min,The X Files,93644,1998
"Crime, Mystery, Thriller",None,7.3,105 min,La isla mínima,24424,2014
"Drama, Thriller",$17.87M,7.0,126 min,The Contender,21654,2000
Comedy,$44.53M,7.7,105 min,The Odd Couple,28229,1968
"Crime, Drama, Thriller",None,8.3,128 min,The Bandit,52064,1996
"Drama, Thriller",$51.72M,7.4,122 min,The China Syndrome,23290,1979
"Fantasy, Sci-Fi",$1.51M,7.6,112 min,The City of Lost Children,60389,1995
"Drama, Romance, War",$23.65M,8.1,170 min,The Best Years of Our Lives,51206,1946
"Action, Crime, Drama",$24.52M,7.0,103 min,Unleashed,92202,2005
Comedy,None,7.6,99 min,The Party,33726,1968
"Drama, Romance, War",$0.07M,7.1,113 min,The Messenger,31847,2009
"Adventure, Drama",$8.86M,7.1,99 min,Everybody's Fine,54929,2009
"Biography, Drama, Romance",$4.44M,7.0,119 min,Bright Star,23460,2009
"Crime, Drama",$0.14M,7.8,157 min,Bir Zamanlar Anadolu'da,32466,2011
"Comedy, Musical",$14.93M,7.6,107 min,The Meaning of Life,100003,1983
"Drama, Romance",$4.25M,7.1,91 min,45 Years,26595,2015
"Action, Drama, Fantasy",$6.74M,8.2,159 min,Bahubali: The Beginning,88636,2015
"Biography, Drama, History",$31.50M,7.5,93 min,"Good Night, and Good Luck.",88828,2005
"Drama, Romance",$8.59M,7.0,108 min,An Unfinished Life,26549,2005
"Crime, Drama",$13.01M,7.6,126 min,House of Sand and Fog,60698,2003
"Comedy, Drama",$40.08M,7.9,107 min,Hannah and Her Sisters,59933,1986
"Biography, Drama, History",$0.02M,8.2,114 min,The Passion of Joan of Arc,38151,1928
Drama,$2.23M,7.0,91 min,Rabbit Hole,44472,2010
"Biography, Drama, Sport",$50.67M,7.6,146 min,The Hurricane,84178,1999
Western,None,7.0,114 min,Hang 'Em High,30079,1968
"Drama, Mystery",$1.33M,7.8,130 min,Le passé,39557,2013
"Biography, Drama, Sport",$5.13M,7.8,127 min,The World's Fastest Indian,47965,2005
"Biography, Comedy, Drama",$6.00M,7.2,95 min,The Sessions,39190,2012
"Comedy, Drama, War",None,8.1,167 min,Underground,49571,1995
Drama,$1.65M,8.1,105 min,The Celebration,71753,1998
"Drama, Thriller",$19.00M,7.0,125 min,The Boys from Brazil,22868,1978
"Comedy, Drama",$7.36M,7.4,81 min,The Squid and the Whale,67826,2005
"Adventure, Comedy, Drama",$31.56M,7.6,139 min,Little Big Man,29672,1970
"Animation, Comedy, Family",$59.00M,7.6,74 min,The Many Adventures of Winnie the Pooh,28437,1977
"Drama, Music, Romance",$0.26M,8.1,165 min,La leggenda del pianista sull'oceano,49717,1998
"Drama, History, Romance",$4.60M,7.6,157 min,"Lust, Caution",33724,2007
"Adventure, Drama",None,8.1,158 min,Fitzcarraldo,26313,1982
Drama,None,7.5,98 min,Five Easy Pieces,29162,1970
"Drama, Romance, Sci-Fi",$0.26M,7.5,129 min,2046,45771,2004
"Action, Adventure, Biography",$5.70M,7.3,126 min,Mongol: The Rise of Genghis Khan,41211,2007
"Comedy, Music",$0.10M,7.1,99 min,Human Traffic,21155,1999
"Animation, Drama, Family",None,8.2,117 min,Ookami kodomo no Ame to Yuki,28610,2012
"Comedy, Musical, Romance",$30.00M,7.6,120 min,White Christmas,25918,1954
"Drama, Romance",$3.77M,7.1,131 min,The Merchant of Venice,32320,2004
"Biography, Comedy, Drama",$0.04M,7.4,103 min,A Street Cat Named Bob,21011,2016
"Biography, Drama, History",$18.59M,7.7,122 min,Frost/Nixon,95422,2008
"Comedy, Drama, Romance",$0.55M,7.7,93 min,Love Me If You Dare,62083,2003
Drama,None,8.1,113 min,The Conformist,21819,1970
Drama,$7.84M,7.5,112 min,The Ice Storm,49891,1997
Drama,$0.02M,7.6,92 min,Tyrannosaur,27411,2011
"Comedy, Drama",$44.47M,7.6,122 min,Instructions Not Included,25957,2013
Drama,$15.85M,7.4,107 min,Far from Heaven,40117,2002
"Drama, War",$0.08M,7.5,134 min,Stalingrad,27011,1993
"Drama, Music",$82.57M,7.3,143 min,Mr. Holland's Opus,32651,1995
"Crime, Thriller",$2.55M,7.0,103 min,King of New York,26743,1990
"Animation, Adventure, Drama",$6.46M,7.5,92 min,The Last Unicorn,21554,1982
"Drama, Romance",$0.14M,7.2,111 min,A Brilliant Young Mind,24360,2014
"Drama, Musical, Romance",$4.50M,7.2,114 min,An American in Paris,26256,1951
"Mystery, Thriller",None,7.8,86 min,The 39 Steps,45183,1935
"Comedy, Drama",$6.16M,7.0,97 min,UHF,23216,1989
"Drama, Film-Noir, Romance",None,7.7,110 min,Gilda,23735,1946
"Animation, Adventure, Comedy",None,7.8,98 min,Toki o kakeru shôjo,48818,2006
"Biography, Crime, Drama",$0.23M,7.2,94 min,Chopper,33939,2000
"Comedy, War",None,8.2,99 min,To Be or Not to Be,22287,1942
